age,income,education_level,risk_score,facility_area,facility_quality,target
,61318.01455621091,high_school,-0.485396202914123,0,,1866.0165418909487
49.232641956316115,,high_school,-0.766461834197669,0,,2054.286559118129
54.201874461410924,64557.56138456344,college,-1.2100528496890341,0,,1985.808181099874
46.454135391593546,58626.89970872688,college,2.3310246715580702,200,medium,1923.495285148974
46.569170254938534,,graduate,0.8194475726178976,200,medium,1683.5913596317193
54.88503758251419,93212.28923687867,high_school,-0.33412073338030845,0,,2855.680065964566
44.28860824768881,53220.735302197376,high_school,1.249022696873495,0,,1690.6854616451728
,50011.83433319345,college,0.687692185117782,0,,1600.0600083430795
40.026323209969696,66510.1473517516,high_school,1.9661274713755903,100,medium,2114.770356853778
52.60692453280491,63777.81622942508,high_school,-1.5478328327399113,200,high,1950.31914583568
45.03591949439947,38928.12678584509,college,-0.26536010831425455,200,high,1253.5006371896873
49.08251972242005,,high_school,-0.46252138394282544,300,high,2396.3244857981517
53.040950906426275,58587.0813697375,college,-1.9736826764086015,0,,1779.3168381577111
40.50190244522869,43336.033571764194,college,1.060327204779694,200,medium,1430.1313792056062
54.07497796355767,77831.76171530811,graduate,-0.2703965558033584,100,medium,2403.860571058761
49.54611124150073,69385.13357394231,college,0.7396312049865622,0,,2169.4043449869523
,,high_school,2.3597719343296117,300,medium,1396.131577991132
62.30765749423493,86657.74260386586,graduate,-0.3532436918276083,0,,2660.2516811596915
38.99106307491701,69881.96052549289,graduate,-0.4211529826571552,200,low,2179.712410524167
25.138855881777793,59847.058265624306,high_school,0.11866416972399602,200,high,1865.1784013328515
32.45947548496437,83853.2820843267,high_school,,300,high,2611.3535917272948
,62389.46675744461,college,-0.5667130253101499,100,low,1951.0170689484692
,,high_school,-0.6309615971321306,0,,1863.3545298853983
,50095.49825967017,high_school,1.0571892702413659,200,medium,1594.0106055512897
40.958016388312885,,high_school,0.37863932383803556,200,high,2166.125155419298
52.43642358578975,67149.0445098597,college,-2.0447282630048207,100,high,2016.2565621520453
49.07850433431245,60220.20209834567,college,-1.2253917994691081,200,medium,1845.6351603231467
48.79257444773143,48150.20469198596,college,1.5012358638272103,0,,1593.485817766342
49.91794148794431,61948.94781249111,college,0.4019282830788125,100,high,1961.7170568035845
52.39361601602686,,college,-0.762195931037249,300,high,1835.4453002283508
19.704559898670684,39997.88521898699,college,-0.17040965723498214,0,,1323.1477940723641
40.62674097282647,37922.814730137216,high_school,0.013236672801670204,100,high,1203.6905847807573
18.837479226126312,68477.30068214654,high_school,0.7357333602801638,300,medium,2147.254782159887
45.43271912157355,20971.675274224664,college,-1.3582633948587894,200,low,651.2435514156176
44.94440433330786,63081.1579044189,college,-0.8409491386704581,300,high,1939.6440397376668
57.546387297476166,52828.75413369263,college,0.27295575486338886,100,high,1617.1870907221046
59.25161271265345,79623.69910319865,college,,300,medium,2451.941564590833
47.433300579028405,52597.97686269187,college,0.5718591826367099,0,,1660.4870164324448
38.9956670712372,69892.26321377844,college,-1.2295073973595978,100,medium,2156.0600363049025
50.82193335054885,54046.29238143312,college,0.3571286762713211,100,low,1713.7400526360595
38.66498835210824,,high_school,1.0915836193774722,200,high,1952.587750918648
44.983288182679814,71052.54796380077,high_school,0.4868185471492834,300,low,2235.48856814442
56.83363580352921,53061.6642551313,college,0.13911173976159188,200,medium,1682.0717231414974
38.306743848126914,74948.32326747607,high_school,-0.09588360256597088,200,low,2311.0489022274114
54.66814367091001,45094.53184340275,college,-0.8348511527715018,100,high,1390.595863775834
53.12881642430763,64418.892638375684,graduate,-0.07199859243978847,100,high,1969.3351494239635
33.542498194430145,73839.59584181779,high_school,,100,medium,2314.394602256345
56.68672953860881,,high_school,-0.11902850660012523,0,,2150.2532601298713
53.38279614445806,88746.67315103115,high_school,-0.8898039893484101,100,high,2710.4980003103738
46.22311064847189,48548.41024034009,high_school,-0.4922470887653863,300,high,1499.6656856358088
35.85211850366817,39312.76122977118,college,0.20085029727593015,200,high,1257.213246818597
34.68952777709316,45084.97337257321,college,-0.37351399718084694,200,low,1399.4924037415722
38.54804907716373,69906.63849822656,college,0.4853032830631407,100,medium,2195.9065068707346
51.51113355950352,67468.84401404067,college,0.5228437607490304,100,high,2122.5093583556377
,61533.84989471124,college,0.8889831804046482,0,,1963.9660502262814
50.25014698343844,43155.64426339305,graduate,1.4235594722650329,100,high,1422.4982612161282
30.09893365345929,71503.00939993591,high_school,,100,low,2229.0951169724904
42.551176986733815,41629.42833524189,high_school,-0.9342390641479599,0,,1287.181016361594
46.315773054888105,77384.2437356535,high_school,-0.9035344465762722,0,,2363.1172586985026
74.341561740707,102861.57634709797,college,-0.07577147645982442,200,high,3138.337458990378
28.47221213375559,,college,-0.4511753572394145,100,high,2038.6312735329343
62.6641747978816,68746.62203486614,high_school,-1.1383267269609427,100,low,2125.4275992856356
46.79810896784736,52607.10346656661,college,-0.44169179417299426,0,,1657.8052199415768
49.93406301619156,32846.80018369776,high_school,-0.474512933619039,100,high,1026.451230397292
46.42017496065846,50959.209554546665,college,-0.6718477397612058,100,low,1598.9788244691672
50.336721818342795,43606.571383518756,college,-0.3157894861550056,100,high,1386.3611433650558
43.15577874765579,,high_school,1.178450850318331,100,low,1246.5022272899334
,85835.39912993474,high_school,,0,,2666.7921324994836
39.522346269303334,64092.9377703866,college,2.4718090760554694,300,medium,2073.9736995397047
58.586814866150974,,high_school,0.17050818601964934,0,,2018.482179623518
37.26759455744372,,high_school,-0.29006577393725175,100,high,1742.7082196575911
44.276977843184554,57406.933763348454,high_school,0.004132882654866092,0,,1804.5327469307977
32.13644937251737,74468.26023359,graduate,,100,low,2331.120789091031
50.46028464417024,59514.94321957177,graduate,0.43525395717106363,0,,1882.5267112805336
62.3415114831184,67960.409070371,college,2.0767113258590237,300,medium,2155.561146567572
44.07172584214975,57059.935532324766,high_school,-0.8453204649775686,100,high,1776.6051991752834
42.637371615553086,54867.70663901929,graduate,0.8590460581777356,200,high,1759.6148824179556
31.624596443184878,38896.28751597207,college,0.20775059761412384,0,,1260.6378220649578
42.2484881573723,30333.76406449308,college,-1.5710977425706176,0,,948.8985840675651
25.886468883341667,56076.57148400397,college,0.7706987820947633,100,low,1769.3831612527647
34.04546415937407,60847.45037989849,high_school,1.2676235608039048,100,low,1928.5438257037436
47.721432553309626,40708.04944936814,high_school,-0.8571764037774298,100,low,1227.466585898742
60.82815837289675,59482.877024480505,graduate,-0.008933867891970693,300,high,1875.099060681016
78.71053033475404,60806.28844485753,college,-1.7253542620077036,200,low,1808.8285598431823
37.96097897914919,27659.879909109313,high_school,-1.2588064596843365,300,medium,875.7031081910878
62.22360187974528,46273.13010780748,high_school,1.0480295776172526,0,,1495.9427541216605
47.925029764819776,66108.95840603203,college,-0.4664165060074345,200,high,2057.360798896179
43.18502823904349,65805.88094093616,high_school,-1.1088029749380393,100,high,1995.2394865837007
50.191133420713825,42694.87625400359,graduate,0.22946036445842968,200,low,1371.3312994806897
45.74299780415951,62376.72075749603,college,-0.5224124314310232,300,medium,1966.1633592956252
46.32474870734662,75336.10838040708,college,,200,medium,2357.082520924959
40.10000204607997,,college,,300,high,2271.55907317365
28.222684082413792,58570.71319479098,college,-1.1617333589343466,200,medium,1814.9079158108689
26.47649756973502,52980.35530013561,college,-0.9053652126818322,0,,1628.9093260618383
52.83893859937472,50559.83273498243,college,0.15407999214886864,200,low,1609.3703450220728
41.679598918971436,67017.29674364485,high_school,0.9694097907482053,100,low,2115.600971997369
37.846933204126,62926.55959714332,college,1.2381603014898497,300,medium,2017.228695862389
45.10206752067784,69441.060091533,high_school,-0.665061720361623,200,low,2128.0720482777597
54.53918703498753,,college,0.9373769669196479,0,,1956.7362691378153
47.16436731631678,72281.45925521162,high_school,-0.7841422934704089,0,,2224.6202723956067
37.12734076030839,61418.887994365505,high_school,1.8262093469068,0,,1983.714811687892
59.7155154677874,71770.3307419753,high_school,-1.1337710254197284,100,medium,2199.113488051978
,73062.34155549959,college,1.328478810791731,0,,2288.1655982803513
50.93467986387424,,high_school,-0.6564861068187239,200,medium,1465.9354042201312
56.68396213612908,32877.83929693881,graduate,2.0132464547946003,100,medium,1160.8862922819335
59.90351996176573,83152.3928402183,college,,200,low,2632.1447304717076
58.56119179685416,63849.88096068393,high_school,-1.016016529408222,0,,1964.6837512638917
52.36919012535148,34282.71156755818,college,-0.5222384795425068,100,high,1060.1497556831923
52.1801645648986,,high_school,0.7811812052237417,0,,1560.6626777889855
51.23592688015803,71578.11438554742,graduate,1.0526444176155614,300,medium,2273.4871520358297
,55804.84753300661,college,-0.07071559172446261,0,,1782.9302965193724
53.40867788231503,52319.07871021309,college,0.044658280963466405,0,,1619.9499581033017
,81013.2279046945,high_school,0.7583530326440655,0,,2536.295655529939
35.46480653849934,44290.69280424284,college,0.13179842701081995,200,high,1418.8609749572395
60.64278081369705,48027.69963367749,college,-1.2935048593383758,0,,1488.9960218490426
55.08264195233037,63170.79712572401,graduate,-0.8129740246401806,200,medium,1946.321350168342
62.84877947623035,65856.82398080823,college,0.23511994315166507,200,low,2020.057634154243
41.739907395752496,67445.14551511097,college,1.2154824164976936,200,low,2151.3728354394416
,73668.5706685342,high_school,,0,,2365.446005131973
,62978.67931022275,high_school,0.7795294207714503,0,,1990.0370558773448
,67340.75908407614,college,0.28729076103636375,100,high,2113.8341093960603
,56111.86111027375,college,0.748813885982477,0,,1773.356493001105
58.60416574508042,60940.474548550716,high_school,-0.6667508502068556,200,medium,1861.9941721832574
40.66475489995865,61613.01270080452,graduate,-0.15323096025821417,100,medium,1953.989588377354
49.22441366163509,63226.472037285545,graduate,-0.8241307213394766,100,low,1965.2079496038539
33.136474206784726,71588.09711374142,high_school,-1.2487426107077115,0,,2203.4197699756564
,68327.18522917246,college,0.33354901163620493,100,low,2164.66242651589
45.03730260222764,,high_school,0.1855133065847436,0,,1881.8475525151393
36.00223994058579,47863.110225884404,college,0.6876524845090128,200,low,1527.4812359783211
42.17004765390177,61015.068870940646,high_school,0.5461118308924472,0,,1928.9090642047356
42.78989104181734,59579.73322656384,college,0.24264427132386202,300,high,1861.9901146604975
,62897.72369719797,college,0.5566166656775543,200,high,1998.4138723677372
66.2560949072122,93097.87960710604,college,,0,,2854.7798634546707
43.81864797230544,,high_school,0.4128913952224006,0,,1634.9290113770196
42.07324667787195,66334.33528688039,graduate,-0.7261444026863596,0,,2058.5245366906383
19.8305885086783,76026.93100866447,high_school,,0,,2385.3905891909044
,61470.02871149074,high_school,0.6684176852860094,0,,1965.7122772731057
41.84311890652376,95067.67678758247,college,,300,high,2918.8811193949946
36.769767885880285,,high_school,0.05183209899284673,200,high,1722.2753255748776
61.580491120533566,64861.338334800705,graduate,-0.6236025096293596,0,,2012.747662875018
43.02074669524538,48017.91382660527,graduate,-0.5265066965161149,100,low,1509.4673901292133
60.461330991819025,,high_school,-1.1249293551021546,0,,1663.5109407343184
45.740455608604414,63734.00865594987,graduate,1.2657749251665555,300,high,2042.900046662378
45.44673403705892,72694.56093461595,high_school,1.0656851747200478,0,,2283.421520943877
43.93444262744999,64786.422510353616,college,0.5374338542273371,200,high,2071.5449220325236
45.04555501945751,78886.72274002104,high_school,,200,high,2530.088429144681
65.62554003659831,,graduate,-0.18924569656839169,0,,1841.4322519649786
18.0,,high_school,3.0317624151106344,0,,1840.046372811626
20.981451066735854,,high_school,-0.22752941536322038,100,high,3097.717509261836
38.48195002732663,65913.56474163046,college,0.25519335175601643,300,high,2040.5992931609878
45.174334583250825,49207.77681032178,graduate,-0.39777791394020817,100,low,1547.3893551333824
53.28125309716815,49586.04356627897,graduate,0.372325560060305,200,low,1584.1384479096992
50.6770463763297,45859.80128202989,college,0.8356149278862445,200,medium,1480.1130925982125
40.389049045433154,74048.54033785182,graduate,-0.11391639305308393,200,low,2317.234921161562
57.22852431890115,54534.34060660137,graduate,1.7767198471176207,100,low,1789.1441554096727
57.36234483783277,61910.437134847285,college,0.23914928463346072,100,high,1921.9633387316485
47.20869397525879,59047.36988342597,high_school,0.2704853861101991,200,medium,1842.269798954275
56.5518908698421,70972.38611911402,college,,0,,2202.6428408979505
48.27174316118555,47298.8386067397,college,0.4184990745503845,300,low,1522.8038906419727
,,high_school,-0.1340272208093656,0,,1385.0251339293925
53.37380206800005,63364.45960772391,high_school,-0.6082397293372869,0,,1953.8554719385538
46.32735747094413,69014.38927049846,college,-0.7764744081483639,200,medium,2121.9194882015327
45.01607816105384,64987.98469646461,high_school,2.671763379756685,0,,2107.9158856517397
62.67544286627489,47858.19406354008,graduate,-0.2634772501790354,0,,1515.9574448124663
18.0,70162.27263137091,high_school,,0,,2202.858471239686
27.987789958085163,,high_school,-0.6982214597325725,100,medium,1534.117175259198
30.755154883507558,52176.92032820425,graduate,-0.051567839476213594,200,medium,1671.6349602285923
40.640872229174335,45840.69712916997,high_school,0.546667032616485,0,,1437.5709546152034
41.94470196280764,,high_school,,0,,2471.494801708193
26.91209222672343,69501.32311541024,college,0.6766145517765254,100,low,2216.458383956573
33.178103612270085,69074.9006351831,graduate,-0.6448603066373296,300,low,2154.3584658773707
34.669899857717155,78708.17131713676,high_school,0.34044044350154545,0,,2366.341111192994
74.4890891049107,,high_school,-0.8760594641105784,300,high,3115.6462972779764
66.62090337296576,34361.60844134767,college,-0.6196429830140117,300,medium,1117.3117999561023
40.05900698778421,48924.351286843375,graduate,-0.9177089745002595,0,,1490.2516141540054
40.637000516318416,50757.37373738214,college,-1.1883888545982695,200,medium,1597.1387997382672
31.209552033740472,,high_school,1.0642094888580087,200,low,1478.0135659641394
22.1024350412968,43836.25128594431,high_school,0.6886117009788877,100,high,1443.4546509881159
43.59743776309771,55505.20403916952,high_school,0.9766653699781299,100,medium,1772.4843908726355
33.02577620107169,41750.944270658925,high_school,0.03931306602429631,200,medium,1290.1954076950688
43.98179362005588,65025.6355130612,college,0.7768076988651466,200,medium,2061.0051560925585
25.79752981147827,60775.47482142922,high_school,-1.761289404642545,200,low,1880.543592580902
35.85630650027691,67215.42997145483,college,0.8630875180453551,300,high,2131.7051115112986
46.78352514363397,67615.92677457379,college,0.1771198300050302,100,medium,2122.0961883067394
49.39451517340725,69045.10280140015,college,0.6271096001491656,200,medium,2157.2355922129946
50.009663504904175,,high_school,0.38002329904861315,300,low,1681.134050543839
29.154132190115554,91817.15103950501,graduate,-0.9870551545368866,0,,2834.1630909007267
55.256228761626744,63516.46674723147,college,-1.4980397753910466,0,,1967.919773163325
35.3974596407778,32062.728710628075,college,-0.7120541661829632,100,low,1045.4131235975137
52.594294975287674,,high_school,0.5649172812729122,300,high,1399.8237687637188
44.87233588058168,33892.45516458277,high_school,0.6900914151753954,0,,1084.7423413082354
28.483350011064626,60260.01943726961,graduate,-1.3679422773818628,200,medium,1845.6012849551535
41.20562754502574,58172.921639199994,high_school,-0.9810993674682146,0,,1763.2923453538374
49.384364904765214,52973.61453150813,high_school,-0.7232356859408393,100,high,1643.7029813057566
52.35558456569519,90163.89168600772,college,-0.3573050602668157,200,medium,2775.88812259299
43.30814523066697,68234.74311115366,college,-1.3620508308526522,0,,2055.9216301288498
63.381346687212634,70891.47542169501,graduate,-1.4220517661401326,300,high,2177.9346055085507
57.090129251838704,46033.89768086845,high_school,-0.8218352964075539,0,,1439.8388857883078
41.92015060320296,45012.82663003482,graduate,0.08625383622500567,300,low,1431.049156189319
,,high_school,-1.1805943397534906,0,,1850.6934738085238
68.20552182225825,62595.10709478339,college,-0.11580350997176611,300,low,1901.2803231201588
68.52581520939633,32155.326493283144,college,1.0585528161418154,200,high,1055.5082285523092
,57295.39465725699,high_school,-1.30177973741351,0,,1764.8241463628458
33.88160266611419,,high_school,-0.20644575841053947,0,,1886.5732151122675
62.819025440806215,56772.76251343307,college,1.0247567337507726,0,,1810.0936029355153
32.30062738994835,47799.143814799856,graduate,-0.4182683903638093,100,medium,1520.1607839027188
29.129506400499853,51906.9722711829,college,-0.5736696908584189,200,low,1620.1474502641713
39.16567043161144,57347.11209640806,graduate,1.1634958143064738,100,low,1851.4593009567166
50.04272051369503,61362.00035415072,graduate,-0.30620207897154783,100,medium,1936.6932278647323
43.771239520666846,69071.87373825852,college,1.1044950252055679,100,high,2181.495481677396
37.19323655513289,76212.84307426307,college,,100,medium,2387.009533500775
36.909450459305894,,high_school,-0.34284465290983673,200,medium,1735.0800383425071
,,high_school,0.47969053059753036,100,medium,1677.9592717228995
34.44588445609269,66564.8351030146,graduate,0.3204495138460378,200,medium,2109.793189616125
72.37959452731275,69162.6737461628,college,1.020882821002474,300,medium,2158.2123808678975
48.57013285422666,,high_school,-0.5483455378650185,100,medium,1671.5973104902814
55.641108652856865,71855.90215449258,college,,0,,2229.657799741998
39.131070382572915,74693.7801173396,college,,0,,2313.3237044103594
42.76851987376742,,graduate,,100,high,2484.4362372157793
36.43735222355574,86674.81360079734,college,-1.0251791944441757,0,,2641.1079362305036
18.0,47003.757920108415,college,1.016977048237856,300,low,1498.7060256086077
,,high_school,0.4663287721704166,200,low,1913.6700149290634
23.272575840235262,60169.1654492799,college,-1.3169250736329463,100,high,1858.5618598548572
18.002594664580712,58528.896472012384,college,1.2082628254805003,200,low,1900.106886641466
30.655692308422765,50261.056205847955,graduate,2.2340930807977313,0,,1658.8974943990231
60.89946815257957,37716.56995153393,college,1.0018339695494078,200,high,1269.0100560657436
44.466765987547745,61390.19169043506,high_school,1.4269847672264693,0,,1954.6871917790793
60.486765147854086,48474.665106781315,high_school,0.0853713816025881,200,medium,1509.0555192336963
49.93179092281051,61289.90221121437,college,-1.66150491973851,300,high,1844.012324886017
54.39070590858191,48089.3468745172,graduate,-1.8441204511675249,200,low,1435.4829916816059
34.189236056345095,,high_school,0.25508204386775846,300,medium,1426.3641455057689
51.28741145031205,63514.475405653466,high_school,-0.59197880772998,100,high,1989.452540027922
53.74457080889215,62263.82290209744,college,-0.9145762783273513,200,medium,1925.6200165663515
38.08023249319569,,high_school,-0.06274668396867535,100,low,2121.832594173246
51.714484447394,92787.95649626438,graduate,,200,high,2922.474364931255
51.794253102898,64159.3429681627,high_school,-1.4527575467621472,0,,1948.2660528601346
38.40536854643901,67276.22650596194,high_school,-0.4488776202803848,0,,2080.2372656726943
31.52677881274806,,graduate,1.5098706831203152,100,low,1483.3753147056605
,,high_school,-1.0752883802213746,0,,1286.4159820329971
46.03806650305754,83742.44170160001,high_school,0.8697611871649563,200,low,2659.3691161865117
48.924118425471775,46147.803301000444,high_school,-0.4847307615489939,200,high,1450.4045621771877
35.489690034505024,44340.83892797037,high_school,0.5457937598499527,300,low,1420.9135196257826
45.319024095913186,,high_school,1.0973275072028672,0,,1880.4297009514846
,,high_school,0.7412817669850216,300,high,1818.7887212290823
52.41828857598361,46462.40240335063,high_school,0.9091596022138765,0,,1489.3658004228191
63.62256144146986,55425.4017193035,high_school,-1.1515935334079561,100,low,1719.294831632679
60.32376998637652,,college,1.1136597067412988,200,medium,2468.443662604719
32.98450280692147,,college,-0.8526931146348199,0,,1495.6359913143936
65.20303451445628,,high_school,0.2595417655715384,0,,1228.133428868814
38.62828194533142,,high_school,0.2582461869972269,0,,2317.1378344024124
57.53847374945313,67384.45367907055,college,0.48512255886958094,100,medium,2127.5743243673846
45.81583951261307,50692.22069027008,graduate,0.33695667606019053,200,high,1626.5817863630011
,36267.49475809623,graduate,-0.8438099785247232,0,,1156.0181430505543
23.307637682700808,48830.649653421555,high_school,-1.3498674122957162,0,,1496.8304953268005
42.941225877403824,59179.43344726093,high_school,0.8723486799617686,100,low,1897.4264871602195
26.287401176332693,77485.08134825728,high_school,0.18583457751891555,0,,2354.3456808102355
,,high_school,1.1493768409578178,200,low,1447.3725352996353
63.201511885670975,,college,-0.04473293418786798,300,low,1880.4297489702572
35.43706812843972,70127.16989842347,college,-1.4051643606769604,200,medium,2113.774164321538
48.62364891023125,24280.98989817119,high_school,0.9661296810041061,300,medium,828.274373826116
36.295301735904296,,high_school,-0.370370609661107,100,low,2335.786786612225
37.45818323835852,42263.24141690344,college,0.3420034574210212,200,medium,1350.1765983294229
54.29393644638446,,high_school,-0.6474594284795192,0,,2023.5547058292225
44.53754085787905,63700.24724416116,graduate,1.6443017102336905,0,,2057.516718490012
65.87577650317213,76268.79587195767,high_school,-0.8765648241831969,200,low,2331.8750506325946
39.213210255564945,68263.86571340311,graduate,-0.33742975410617465,0,,2144.1319248745112
56.99203598969387,24340.642624050284,high_school,0.10744870269731638,300,high,805.2817359890159
46.16896095549338,48228.31129266013,graduate,-1.0921823270869582,200,low,1564.5966782659189
,62073.0769402992,graduate,0.33051952858759515,300,low,1957.860164681273
39.634108112040636,57075.301708203195,graduate,1.6119104774674902,0,,1854.704953483894
44.405293949381004,67164.16094635156,graduate,-0.49046216069371046,100,low,2053.798955603579
43.614013448412784,71840.49833504559,college,,200,high,2234.393221352044
34.967314621850555,69126.77604644519,college,-2.7494353860385554,0,,2096.78411613727
,,college,-0.03892920048484066,100,high,1749.2267736212575
52.80298806694037,32304.944833192792,high_school,-0.31304228592620537,200,low,990.2044388984881
52.1226563388668,53167.78126717774,college,-0.8184976024103849,300,low,1645.0634911973389
63.443587847011734,66245.52222208433,college,1.081450469628532,200,high,2115.502276977379
62.39213761483564,43643.291211742835,graduate,-0.32624368162382816,0,,1379.162981670075
40.500663721810376,69469.12095182364,college,-0.17747748709358746,100,high,2151.7764800284695
49.47662782121014,73625.89945900957,high_school,,100,low,2235.5531248611906
37.516791728901445,61903.004644437635,college,-1.9168158717650765,0,,1889.87234976977
45.280263793374665,,high_school,-1.131986440076961,100,medium,477.9248372380866
37.803006610573625,40828.67455932295,high_school,0.9610934861202163,0,,1299.1568880759862
64.44084370963262,88292.83737834122,college,-2.109950646879972,0,,2675.956829062966
49.364377804115556,51801.93310457433,college,-0.7663153496157056,100,medium,1621.7002542645432
42.383650462746935,30237.85165306506,high_school,-0.3997200562897638,0,,996.5984415228323
59.32342286227652,78528.71082465409,high_school,,100,low,2490.178771163898
18.95261508245506,,high_school,0.768603765496369,0,,1932.6654757945428
20.830768861616523,76574.10733436588,high_school,-0.5571705270530996,200,low,2380.5071377626095
54.55006386263729,64154.38012829048,high_school,1.304513697115551,0,,2053.8612292608864
45.725621377408416,66878.38704318253,college,-0.7405158205011196,300,low,2024.8981706092598
48.005355603129125,65445.13871571775,high_school,1.0090998037340055,0,,2039.6032891095576
29.083246760177417,70462.324678815,graduate,-1.3588772459230156,100,low,2153.8416416028754
44.7211954697956,,graduate,,0,,2942.0844356355697
69.04211292481611,74565.09503938782,college,-0.4061336454709856,0,,2298.0105238212604
54.89039543755035,36294.91023231698,high_school,-1.0285042409412697,100,high,1137.0406150870729
47.03647854171375,66699.92272918356,college,-0.21714361307631405,200,low,2093.307250441481
39.731353078740746,77122.21152154826,graduate,0.27734417972021486,300,medium,2435.090900470291
40.26512577756728,78040.51209804219,college,,0,,2388.7926449708348
19.44962532959979,53600.92525411351,graduate,0.5539535059953238,0,,1729.6930723394744
48.09168505105393,77474.16667782192,college,,200,medium,2365.732710344772
55.145797301782245,73916.13599326808,college,0.6203723939313579,100,high,2304.7574121980206
26.09256807395262,,high_school,0.44222206203659953,0,,3064.2890518414697
37.06299729231821,48749.973956272326,college,-0.06092305470793503,200,high,1473.9657868713387
31.110424413198935,,high_school,-0.4413823123659498,100,low,1691.0979398350246
33.41578566229484,55408.21427310069,college,0.15154079576526616,200,low,1761.412932782781
45.6417795218628,52646.66774941837,graduate,0.5502537430336992,100,low,1671.1726895043626
19.987174140138308,46649.688753545954,high_school,2.0617991527316084,100,medium,1589.898445222862
52.371245260284766,,college,0.939420421798181,0,,651.8443890608949
54.04626083920419,,high_school,0.9759899498158413,200,low,1709.292192616024
41.98676894355705,65540.37089549856,college,3.0885121948602836,0,,2128.130792031034
18.0,,high_school,0.5159584767678441,200,high,1717.5687605742423
33.04297648797132,89030.71775293665,graduate,,200,high,2776.8396555573468
59.79482320923236,,high_school,0.7040150743216541,200,low,1900.2318383619615
,79365.43582776203,graduate,,0,,2475.769738565722
40.82971905367777,63921.30619094952,graduate,-0.4439016364187562,0,,2005.6100662583058
30.839990658392892,72396.10964839887,college,,100,medium,2240.191254819318
54.65484361901804,64188.62330900344,college,0.6476139772195617,100,low,2039.9675162243298
36.898632574278466,80531.76947855344,college,,300,medium,2543.048195791387
49.84744824882734,60839.09025198601,graduate,0.1382234254743028,100,high,1920.743895175384
51.78552503002912,67441.81062133178,high_school,1.0874546201484645,300,high,2132.320396486844
67.03471007676023,65494.99400475065,college,0.8631507387041388,0,,2060.6395289376455
42.564696675895554,55675.718128090215,high_school,-0.16172100304124704,100,medium,1770.3461554301516
49.512532435471336,66074.73478387015,college,-0.6699950968782225,0,,2025.401969691364
27.179334250470767,,high_school,,200,low,2920.3760344190846
59.28496275952493,55944.04586856837,college,0.7738911809098658,0,,1741.1467711220519
35.873893823143625,66291.97339279873,college,-1.6062568182953822,0,,1998.9571930707286
38.270950030947056,78866.68426304164,college,-0.3131539389082808,200,high,2427.114434654567
44.73302646180947,77103.7992141642,college,,100,medium,2394.5941871733157
26.245387855921805,,college,0.7788297171210313,0,,1950.8962520747868
47.74524034714726,24249.169455639574,college,0.9101014949397712,0,,841.6253644423111
56.609595275100126,67750.542279727,college,0.2839060011754735,100,low,2094.4870805857277
48.515205881967496,26707.88612065421,college,0.585247531358856,0,,879.9767969121259
25.9332292298553,82049.05846411847,graduate,0.06413680237815363,0,,2587.924217044584
43.514288468044086,,high_school,-0.6738516881805606,200,low,1956.8227541301123
53.904346835753884,74995.11029807983,high_school,-0.261264391041254,0,,2315.6262019977644
22.464134808409106,,high_school,0.018991186640108272,100,low,1474.537126702749
32.10280783418743,36712.38790049918,college,-0.034679250018589874,100,high,1206.778512311417
